Date,Count,Date,Census_Tracts,PoliceDistrict
2015-03-15,78,2015-03-15,2605.01,Southeastern
2015-03-22,70,2015-03-22,2605.01,Southeastern
2015-03-29,89,2015-03-29,2605.01,Southeastern
2015-04-05,93,2015-04-05,2605.01,Southeastern
2015-04-12,77,2015-04-12,2605.01,Southeastern
2015-04-19,94,2015-04-19,2605.01,Southeastern
2015-04-26,76,2015-04-26,2605.01,Southeastern
2015-05-03,74,2015-05-03,2605.01,Southeastern
2015-05-10,77,2015-05-10,2605.01,Southeastern
2015-05-17,81,2015-05-17,2605.01,Southeastern
2015-05-24,67,2015-05-24,2605.01,Southeastern
2015-05-31,96,2015-05-31,2605.01,Southeastern
2015-06-07,91,2015-06-07,2605.01,Southeastern
2015-06-14,83,2015-06-14,2605.01,Southeastern
2015-06-21,92,2015-06-21,2605.01,Southeastern
2015-06-28,96,2015-06-28,2605.01,Southeastern
2015-07-05,90,2015-07-05,2605.01,Southeastern
2015-07-12,103,2015-07-12,2605.01,Southeastern
2015-07-19,78,2015-07-19,2605.01,Southeastern
2015-07-26,102,2015-07-26,2605.01,Southeastern
2015-08-02,97,2015-08-02,2605.01,Southeastern
2015-08-09,104,2015-08-09,2605.01,Southeastern
2015-08-16,81,2015-08-16,2605.01,Southeastern
2015-08-23,117,2015-08-23,2605.01,Southeastern
2015-08-30,82,2015-08-30,2605.01,Southeastern
2015-09-06,100,2015-09-06,2605.01,Southeastern
2015-09-13,105,2015-09-13,2605.01,Southeastern
2015-09-20,99,2015-09-20,2605.01,Southeastern
2015-09-27,87,2015-09-27,2605.01,Southeastern
2015-10-04,87,2015-10-04,2605.01,Southeastern
2015-10-11,84,2015-10-11,2605.01,Southeastern
2015-10-18,102,2015-10-18,2605.01,Southeastern
2015-10-25,115,2015-10-25,2605.01,Southeastern
2015-11-01,92,2015-11-01,2605.01,Southeastern
2015-11-08,109,2015-11-08,2605.01,Southeastern
2015-11-15,77,2015-11-15,2605.01,Southeastern
2015-11-22,104,2015-11-22,2605.01,Southeastern
2015-11-29,112,2015-11-29,2605.01,Southeastern
2015-12-06,75,2015-12-06,2605.01,Southeastern
2015-12-13,127,2015-12-13,2605.01,Southeastern
2015-12-20,139,2015-12-20,2605.01,Southeastern
2015-12-27,124,2015-12-27,2605.01,Southeastern
2016-01-03,67,2016-01-03,2605.01,Southeastern
2016-01-10,121,2016-01-10,2605.01,Southeastern
2016-01-17,106,2016-01-17,2605.01,Southeastern
2016-01-24,81,2016-01-24,2605.01,Southeastern
2016-01-31,80,2016-01-31,2605.01,Southeastern
2016-02-07,97,2016-02-07,2605.01,Southeastern
2016-02-14,80,2016-02-14,2605.01,Southeastern
2016-02-21,89,2016-02-21,2605.01,Southeastern
2016-02-28,76,2016-02-28,2605.01,Southeastern
2016-03-06,102,2016-03-06,2605.01,Southeastern
2016-03-13,100,2016-03-13,2605.01,Southeastern
2016-03-20,93,2016-03-20,2605.01,Southeastern
2016-03-27,94,2016-03-27,2605.01,Southeastern
2016-04-03,85,2016-04-03,2605.01,Southeastern
2016-04-10,90,2016-04-10,2605.01,Southeastern
2016-04-17,124,2016-04-17,2605.01,Southeastern
2016-04-24,123,2016-04-24,2605.01,Southeastern
2016-05-01,117,2016-05-01,2605.01,Southeastern
2016-05-08,90,2016-05-08,2605.01,Southeastern
2016-05-15,124,2016-05-15,2605.01,Southeastern
2016-05-22,112,2016-05-22,2605.01,Southeastern
2016-05-29,113,2016-05-29,2605.01,Southeastern
2016-06-05,120,2016-06-05,2605.01,Southeastern
2016-06-12,121,2016-06-12,2605.01,Southeastern
2016-06-19,105,2016-06-19,2605.01,Southeastern
2016-06-26,91,2016-06-26,2605.01,Southeastern
2016-07-03,118,2016-07-03,2605.01,Southeastern
2016-07-10,97,2016-07-10,2605.01,Southeastern
2016-07-17,117,2016-07-17,2605.01,Southeastern
2016-07-24,114,2016-07-24,2605.01,Southeastern
2016-07-31,102,2016-07-31,2605.01,Southeastern
2016-08-07,102,2016-08-07,2605.01,Southeastern
2016-08-14,110,2016-08-14,2605.01,Southeastern
2016-08-21,96,2016-08-21,2605.01,Southeastern
2016-08-28,132,2016-08-28,2605.01,Southeastern
2016-09-04,96,2016-09-04,2605.01,Southeastern
2016-09-11,131,2016-09-11,2605.01,Southeastern
2016-09-18,114,2016-09-18,2605.01,Southeastern
2016-09-25,120,2016-09-25,2605.01,Southeastern
2016-10-02,90,2016-10-02,2605.01,Southeastern
2016-10-09,100,2016-10-09,2605.01,Southeastern
2016-10-16,99,2016-10-16,2605.01,Southeastern
2016-10-23,111,2016-10-23,2605.01,Southeastern
2016-10-30,101,2016-10-30,2605.01,Southeastern
2016-11-06,100,2016-11-06,2605.01,Southeastern
2016-11-13,80,2016-11-13,2605.01,Southeastern
2016-11-20,123,2016-11-20,2605.01,Southeastern
2016-11-27,96,2016-11-27,2605.01,Southeastern
2016-12-04,107,2016-12-04,2605.01,Southeastern
2016-12-11,87,2016-12-11,2605.01,Southeastern
2016-12-18,86,2016-12-18,2605.01,Southeastern
2016-12-25,83,2016-12-25,2605.01,Southeastern
2017-01-01,92,2017-01-01,2605.01,Southeastern
2017-01-08,87,2017-01-08,2605.01,Southeastern
2017-01-15,90,2017-01-15,2605.01,Southeastern
2017-01-22,81,2017-01-22,2605.01,Southeastern
2017-01-29,84,2017-01-29,2605.01,Southeastern
2017-02-05,93,2017-02-05,2605.01,Southeastern
2017-02-12,97,2017-02-12,2605.01,Southeastern
2017-02-19,95,2017-02-19,2605.01,Southeastern
2017-02-26,90,2017-02-26,2605.01,Southeastern
2017-03-05,85,2017-03-05,2605.01,Southeastern
2017-03-12,71,2017-03-12,2605.01,Southeastern
2017-03-19,69,2017-03-19,2605.01,Southeastern
2017-03-26,102,2017-03-26,2605.01,Southeastern
2017-04-02,71,2017-04-02,2605.01,Southeastern
2017-04-09,83,2017-04-09,2605.01,Southeastern
2017-04-16,78,2017-04-16,2605.01,Southeastern
2017-04-23,76,2017-04-23,2605.01,Southeastern
2017-04-30,85,2017-04-30,2605.01,Southeastern
2017-05-07,113,2017-05-07,2605.01,Southeastern
2017-05-14,94,2017-05-14,2605.01,Southeastern
2017-05-21,108,2017-05-21,2605.01,Southeastern
2017-05-28,100,2017-05-28,2605.01,Southeastern
2017-06-04,111,2017-06-04,2605.01,Southeastern
2017-06-11,91,2017-06-11,2605.01,Southeastern
2017-06-18,98,2017-06-18,2605.01,Southeastern
2017-06-25,104,2017-06-25,2605.01,Southeastern
2017-07-02,112,2017-07-02,2605.01,Southeastern
2017-07-09,116,2017-07-09,2605.01,Southeastern
2017-07-16,88,2017-07-16,2605.01,Southeastern
2017-07-23,107,2017-07-23,2605.01,Southeastern
2017-07-30,128,2017-07-30,2605.01,Southeastern
2017-08-06,114,2017-08-06,2605.01,Southeastern
2017-08-13,96,2017-08-13,2605.01,Southeastern
2017-08-20,121,2017-08-20,2605.01,Southeastern
2017-08-27,107,2017-08-27,2605.01,Southeastern
2017-09-03,95,2017-09-03,2605.01,Southeastern
2017-09-10,90,2017-09-10,2605.01,Southeastern
2017-09-17,118,2017-09-17,2605.01,Southeastern
2017-09-24,140,2017-09-24,2605.01,Southeastern
2017-10-01,120,2017-10-01,2605.01,Southeastern
2017-10-08,139,2017-10-08,2605.01,Southeastern
2017-10-15,104,2017-10-15,2605.01,Southeastern
2017-10-22,108,2017-10-22,2605.01,Southeastern
2017-10-29,112,2017-10-29,2605.01,Southeastern
2017-11-05,108,2017-11-05,2605.01,Southeastern
2017-11-12,96,2017-11-12,2605.01,Southeastern
2017-11-19,86,2017-11-19,2605.01,Southeastern
2017-11-26,88,2017-11-26,2605.01,Southeastern
2017-12-03,114,2017-12-03,2605.01,Southeastern
2017-12-10,115,2017-12-10,2605.01,Southeastern
2017-12-17,94,2017-12-17,2605.01,Southeastern
2017-12-24,95,2017-12-24,2605.01,Southeastern
2017-12-31,90,2017-12-31,2605.01,Southeastern
2018-01-07,86,2018-01-07,2605.01,Southeastern
2018-01-14,127,2018-01-14,2605.01,Southeastern
2018-01-21,65,2018-01-21,2605.01,Southeastern
2018-01-28,83,2018-01-28,2605.01,Southeastern
2018-02-04,84,2018-02-04,2605.01,Southeastern
2018-02-11,71,2018-02-11,2605.01,Southeastern
2018-02-18,86,2018-02-18,2605.01,Southeastern
2018-02-25,80,2018-02-25,2605.01,Southeastern
2018-03-04,108,2018-03-04,2605.01,Southeastern
2018-03-11,99,2018-03-11,2605.01,Southeastern
2018-03-18,75,2018-03-18,2605.01,Southeastern
2018-03-25,79,2018-03-25,2605.01,Southeastern
2018-04-01,56,2018-04-01,2605.01,Southeastern
2018-04-08,84,2018-04-08,2605.01,Southeastern
2018-04-15,81,2018-04-15,2605.01,Southeastern
2018-04-22,88,2018-04-22,2605.01,Southeastern
2018-04-29,96,2018-04-29,2605.01,Southeastern
2018-05-06,106,2018-05-06,2605.01,Southeastern
2018-05-13,111,2018-05-13,2605.01,Southeastern
2018-05-20,95,2018-05-20,2605.01,Southeastern
2018-05-27,113,2018-05-27,2605.01,Southeastern
2018-06-03,94,2018-06-03,2605.01,Southeastern
2018-06-10,96,2018-06-10,2605.01,Southeastern
2018-06-17,96,2018-06-17,2605.01,Southeastern
2018-06-24,110,2018-06-24,2605.01,Southeastern
2018-07-01,83,2018-07-01,2605.01,Southeastern
2018-07-08,100,2018-07-08,2605.01,Southeastern
2018-07-15,102,2018-07-15,2605.01,Southeastern
2018-07-22,99,2018-07-22,2605.01,Southeastern
2018-07-29,92,2018-07-29,2605.01,Southeastern
2018-08-05,113,2018-08-05,2605.01,Southeastern
2018-08-12,108,2018-08-12,2605.01,Southeastern
2018-08-19,114,2018-08-19,2605.01,Southeastern
2018-08-26,118,2018-08-26,2605.01,Southeastern
2018-09-02,107,2018-09-02,2605.01,Southeastern
2018-09-09,100,2018-09-09,2605.01,Southeastern
2018-09-16,99,2018-09-16,2605.01,Southeastern
2018-09-23,103,2018-09-23,2605.01,Southeastern
2018-09-30,115,2018-09-30,2605.01,Southeastern
2018-10-07,104,2018-10-07,2605.01,Southeastern
2018-10-14,89,2018-10-14,2605.01,Southeastern
2018-10-21,93,2018-10-21,2605.01,Southeastern
2018-10-28,139,2018-10-28,2605.01,Southeastern
2018-11-04,107,2018-11-04,2605.01,Southeastern
2018-11-11,124,2018-11-11,2605.01,Southeastern
2018-11-18,106,2018-11-18,2605.01,Southeastern
2018-11-25,103,2018-11-25,2605.01,Southeastern
2018-12-02,101,2018-12-02,2605.01,Southeastern
2018-12-09,94,2018-12-09,2605.01,Southeastern
2018-12-16,93,2018-12-16,2605.01,Southeastern
2018-12-23,135,2018-12-23,2605.01,Southeastern
2018-12-30,95,2018-12-30,2605.01,Southeastern
2019-01-06,5,2019-01-06,2605.01,Southeastern
2013-07-07,34,2013-07-07,703.0,Eastern
2013-07-14,38,2013-07-14,703.0,Eastern
2013-07-21,38,2013-07-21,703.0,Eastern
2013-07-28,41,2013-07-28,703.0,Eastern
2013-08-04,26,2013-08-04,703.0,Eastern
2013-08-11,26,2013-08-11,703.0,Eastern
2013-08-18,24,2013-08-18,703.0,Eastern
2013-08-25,27,2013-08-25,703.0,Eastern
2013-09-01,36,2013-09-01,703.0,Eastern
2013-09-08,35,2013-09-08,703.0,Eastern
2013-09-15,25,2013-09-15,703.0,Eastern
2013-09-22,28,2013-09-22,703.0,Eastern
2013-09-29,33,2013-09-29,703.0,Eastern
2013-10-06,45,2013-10-06,703.0,Eastern
2013-10-13,19,2013-10-13,703.0,Eastern
2013-10-20,18,2013-10-20,703.0,Eastern
2013-10-27,27,2013-10-27,703.0,Eastern
2013-11-03,39,2013-11-03,703.0,Eastern
2013-11-10,15,2013-11-10,703.0,Eastern
2013-11-17,23,2013-11-17,703.0,Eastern
2013-11-24,8,2013-11-24,703.0,Eastern
2013-12-01,13,2013-12-01,703.0,Eastern
2013-12-08,16,2013-12-08,703.0,Eastern
2013-12-15,13,2013-12-15,703.0,Eastern
2013-12-22,29,2013-12-22,703.0,Eastern
2013-12-29,26,2013-12-29,703.0,Eastern
2014-01-05,20,2014-01-05,703.0,Eastern
2014-01-12,17,2014-01-12,703.0,Eastern
2014-01-19,24,2014-01-19,703.0,Eastern
2014-01-26,31,2014-01-26,703.0,Eastern
2014-02-02,39,2014-02-02,703.0,Eastern
2014-02-09,16,2014-02-09,703.0,Eastern
2014-02-16,14,2014-02-16,703.0,Eastern
2014-02-23,25,2014-02-23,703.0,Eastern
2014-03-02,30,2014-03-02,703.0,Eastern
2014-03-09,26,2014-03-09,703.0,Eastern
2014-03-16,23,2014-03-16,703.0,Eastern
2014-03-23,28,2014-03-23,703.0,Eastern
2014-03-30,13,2014-03-30,703.0,Eastern
2014-04-06,29,2014-04-06,703.0,Eastern
2014-04-13,29,2014-04-13,703.0,Eastern
2014-04-20,28,2014-04-20,703.0,Eastern
2014-04-27,22,2014-04-27,703.0,Eastern
2014-05-04,25,2014-05-04,703.0,Eastern
2014-05-11,39,2014-05-11,703.0,Eastern
2014-05-18,30,2014-05-18,703.0,Eastern
2014-05-25,17,2014-05-25,703.0,Eastern
2014-06-01,21,2014-06-01,703.0,Eastern
2014-06-08,23,2014-06-08,703.0,Eastern
2014-06-15,24,2014-06-15,703.0,Eastern
2014-06-22,43,2014-06-22,703.0,Eastern
2014-06-29,38,2014-06-29,703.0,Eastern
2014-07-06,25,2014-07-06,703.0,Eastern
2014-07-13,29,2014-07-13,703.0,Eastern
2014-07-20,36,2014-07-20,703.0,Eastern
2014-07-27,38,2014-07-27,703.0,Eastern
2014-08-03,31,2014-08-03,703.0,Eastern
2014-08-10,31,2014-08-10,703.0,Eastern
2014-08-17,34,2014-08-17,703.0,Eastern
2014-08-24,32,2014-08-24,703.0,Eastern
2014-08-31,28,2014-08-31,703.0,Eastern
2014-09-07,21,2014-09-07,703.0,Eastern
2014-09-14,16,2014-09-14,703.0,Eastern
2014-09-21,38,2014-09-21,703.0,Eastern
2014-09-28,19,2014-09-28,703.0,Eastern
2014-10-05,22,2014-10-05,703.0,Eastern
2014-10-12,21,2014-10-12,703.0,Eastern
2014-10-19,26,2014-10-19,703.0,Eastern
2014-10-26,21,2014-10-26,703.0,Eastern
2014-11-02,28,2014-11-02,703.0,Eastern
2014-11-09,24,2014-11-09,703.0,Eastern
2014-11-16,29,2014-11-16,703.0,Eastern
2014-11-23,30,2014-11-23,703.0,Eastern
2014-11-30,10,2014-11-30,703.0,Eastern
2014-12-07,15,2014-12-07,703.0,Eastern
2014-12-14,20,2014-12-14,703.0,Eastern
2014-12-21,12,2014-12-21,703.0,Eastern
2014-12-28,16,2014-12-28,703.0,Eastern
2015-01-04,26,2015-01-04,703.0,Eastern
2015-01-11,16,2015-01-11,703.0,Eastern
2015-01-18,27,2015-01-18,703.0,Eastern
2015-01-25,16,2015-01-25,703.0,Eastern
2015-02-01,25,2015-02-01,703.0,Eastern
2015-02-08,30,2015-02-08,703.0,Eastern
2015-02-15,27,2015-02-15,703.0,Eastern
2015-02-22,22,2015-02-22,703.0,Eastern
2015-03-01,14,2015-03-01,703.0,Eastern
2015-03-08,31,2015-03-08,703.0,Eastern
2015-03-15,38,2015-03-15,703.0,Eastern
2015-03-22,32,2015-03-22,703.0,Eastern
2015-03-29,46,2015-03-29,703.0,Eastern
2015-04-05,65,2015-04-05,703.0,Eastern
2015-04-12,59,2015-04-12,703.0,Eastern
2015-04-19,43,2015-04-19,703.0,Eastern
2015-04-26,35,2015-04-26,703.0,Eastern
2015-05-03,73,2015-05-03,703.0,Eastern
2015-05-10,54,2015-05-10,703.0,Eastern
2015-05-17,42,2015-05-17,703.0,Eastern
2015-05-24,41,2015-05-24,703.0,Eastern
2015-05-31,45,2015-05-31,703.0,Eastern
2015-06-07,43,2015-06-07,703.0,Eastern
2015-06-14,34,2015-06-14,703.0,Eastern
2015-06-21,50,2015-06-21,703.0,Eastern
2015-06-28,38,2015-06-28,703.0,Eastern
2015-07-05,53,2015-07-05,703.0,Eastern
2015-07-12,37,2015-07-12,703.0,Eastern
2015-07-19,36,2015-07-19,703.0,Eastern
2015-07-26,32,2015-07-26,703.0,Eastern
2015-08-02,41,2015-08-02,703.0,Eastern
2015-08-09,39,2015-08-09,703.0,Eastern
2015-08-16,48,2015-08-16,703.0,Eastern
2015-08-23,51,2015-08-23,703.0,Eastern
2015-08-30,56,2015-08-30,703.0,Eastern
2015-09-06,39,2015-09-06,703.0,Eastern
2015-09-13,34,2015-09-13,703.0,Eastern
2015-09-20,40,2015-09-20,703.0,Eastern
2015-09-27,39,2015-09-27,703.0,Eastern
2015-10-04,46,2015-10-04,703.0,Eastern
2015-10-11,48,2015-10-11,703.0,Eastern
2015-10-18,32,2015-10-18,703.0,Eastern
2015-10-25,47,2015-10-25,703.0,Eastern
2015-11-01,27,2015-11-01,703.0,Eastern
2015-11-08,22,2015-11-08,703.0,Eastern
2015-11-15,28,2015-11-15,703.0,Eastern
2015-11-22,35,2015-11-22,703.0,Eastern
2015-11-29,27,2015-11-29,703.0,Eastern
2015-12-06,30,2015-12-06,703.0,Eastern
2015-12-13,30,2015-12-13,703.0,Eastern
2015-12-20,41,2015-12-20,703.0,Eastern
2015-12-27,39,2015-12-27,703.0,Eastern
2016-01-03,33,2016-01-03,703.0,Eastern
2016-01-10,41,2016-01-10,703.0,Eastern
2016-01-17,49,2016-01-17,703.0,Eastern
2016-01-24,30,2016-01-24,703.0,Eastern
2016-01-31,35,2016-01-31,703.0,Eastern
2016-02-07,39,2016-02-07,703.0,Eastern
2016-02-14,45,2016-02-14,703.0,Eastern
2016-02-21,38,2016-02-21,703.0,Eastern
2016-02-28,44,2016-02-28,703.0,Eastern
2016-03-06,45,2016-03-06,703.0,Eastern
2016-03-13,40,2016-03-13,703.0,Eastern
2016-03-20,36,2016-03-20,703.0,Eastern
2016-03-27,50,2016-03-27,703.0,Eastern
2016-04-03,30,2016-04-03,703.0,Eastern
2016-04-10,35,2016-04-10,703.0,Eastern
2016-04-17,47,2016-04-17,703.0,Eastern
2016-04-24,55,2016-04-24,703.0,Eastern
2016-05-01,33,2016-05-01,703.0,Eastern
2016-05-08,37,2016-05-08,703.0,Eastern
2016-05-15,44,2016-05-15,703.0,Eastern
2016-05-22,34,2016-05-22,703.0,Eastern
2016-05-29,35,2016-05-29,703.0,Eastern
2016-06-05,42,2016-06-05,703.0,Eastern
2016-06-12,40,2016-06-12,703.0,Eastern
2016-06-19,28,2016-06-19,703.0,Eastern
2016-06-26,34,2016-06-26,703.0,Eastern
2016-07-03,36,2016-07-03,703.0,Eastern
2016-07-10,29,2016-07-10,703.0,Eastern
2016-07-17,33,2016-07-17,703.0,Eastern
2016-07-24,36,2016-07-24,703.0,Eastern
2016-07-31,34,2016-07-31,703.0,Eastern
2016-08-07,44,2016-08-07,703.0,Eastern
2016-08-14,47,2016-08-14,703.0,Eastern
2016-08-21,26,2016-08-21,703.0,Eastern
2016-08-28,30,2016-08-28,703.0,Eastern
2016-09-04,34,2016-09-04,703.0,Eastern
2016-09-11,34,2016-09-11,703.0,Eastern
2016-09-18,41,2016-09-18,703.0,Eastern
2016-09-25,32,2016-09-25,703.0,Eastern
2016-10-02,30,2016-10-02,703.0,Eastern
2016-10-09,28,2016-10-09,703.0,Eastern
2016-10-16,35,2016-10-16,703.0,Eastern
2016-10-23,35,2016-10-23,703.0,Eastern
2016-10-30,41,2016-10-30,703.0,Eastern
2016-11-06,34,2016-11-06,703.0,Eastern
2016-11-13,34,2016-11-13,703.0,Eastern
2016-11-20,47,2016-11-20,703.0,Eastern
2016-11-27,45,2016-11-27,703.0,Eastern
2016-12-04,32,2016-12-04,703.0,Eastern
2016-12-11,48,2016-12-11,703.0,Eastern
2016-12-18,39,2016-12-18,703.0,Eastern
2016-12-25,34,2016-12-25,703.0,Eastern
2017-01-01,32,2017-01-01,703.0,Eastern
2017-01-08,35,2017-01-08,703.0,Eastern
2017-01-15,52,2017-01-15,703.0,Eastern
2017-01-22,28,2017-01-22,703.0,Eastern
2017-01-29,32,2017-01-29,703.0,Eastern
2017-02-05,36,2017-02-05,703.0,Eastern
2017-02-12,42,2017-02-12,703.0,Eastern
2017-02-19,49,2017-02-19,703.0,Eastern
2017-02-26,58,2017-02-26,703.0,Eastern
2017-03-05,45,2017-03-05,703.0,Eastern
2017-03-12,33,2017-03-12,703.0,Eastern
2017-03-19,43,2017-03-19,703.0,Eastern
2017-03-26,51,2017-03-26,703.0,Eastern
2017-04-02,35,2017-04-02,703.0,Eastern
2017-04-09,46,2017-04-09,703.0,Eastern
2017-04-16,40,2017-04-16,703.0,Eastern
2017-04-23,31,2017-04-23,703.0,Eastern
2017-04-30,64,2017-04-30,703.0,Eastern
2017-05-07,54,2017-05-07,703.0,Eastern
2017-05-14,34,2017-05-14,703.0,Eastern
2017-05-21,49,2017-05-21,703.0,Eastern
2017-05-28,41,2017-05-28,703.0,Eastern
2017-06-04,50,2017-06-04,703.0,Eastern
2017-06-11,50,2017-06-11,703.0,Eastern
2017-06-18,57,2017-06-18,703.0,Eastern
2017-06-25,45,2017-06-25,703.0,Eastern
2017-07-02,43,2017-07-02,703.0,Eastern
2017-07-09,48,2017-07-09,703.0,Eastern
2017-07-16,35,2017-07-16,703.0,Eastern
2017-07-23,49,2017-07-23,703.0,Eastern
2017-07-30,61,2017-07-30,703.0,Eastern
2017-08-06,74,2017-08-06,703.0,Eastern
2017-08-13,43,2017-08-13,703.0,Eastern
2017-08-20,55,2017-08-20,703.0,Eastern
2017-08-27,64,2017-08-27,703.0,Eastern
2017-09-03,50,2017-09-03,703.0,Eastern
2017-09-10,49,2017-09-10,703.0,Eastern
2017-09-17,56,2017-09-17,703.0,Eastern
2017-09-24,46,2017-09-24,703.0,Eastern
2017-10-01,49,2017-10-01,703.0,Eastern
2017-10-08,57,2017-10-08,703.0,Eastern
2017-10-15,51,2017-10-15,703.0,Eastern
2017-10-22,44,2017-10-22,703.0,Eastern
2017-10-29,43,2017-10-29,703.0,Eastern
2017-11-05,47,2017-11-05,703.0,Eastern
2017-11-12,50,2017-11-12,703.0,Eastern
2017-11-19,38,2017-11-19,703.0,Eastern
2017-11-26,45,2017-11-26,703.0,Eastern
2017-12-03,46,2017-12-03,703.0,Eastern
2017-12-10,40,2017-12-10,703.0,Eastern
2017-12-17,65,2017-12-17,703.0,Eastern
2017-12-24,52,2017-12-24,703.0,Eastern
2017-12-31,56,2017-12-31,703.0,Eastern
2018-01-07,48,2018-01-07,703.0,Eastern
2018-01-14,49,2018-01-14,703.0,Eastern
2018-01-21,53,2018-01-21,703.0,Eastern
2018-01-28,66,2018-01-28,703.0,Eastern
2018-02-04,61,2018-02-04,703.0,Eastern
2018-02-11,53,2018-02-11,703.0,Eastern
2018-02-18,60,2018-02-18,703.0,Eastern
2018-02-25,66,2018-02-25,703.0,Eastern
2018-03-04,53,2018-03-04,703.0,Eastern
2018-03-11,55,2018-03-11,703.0,Eastern
2018-03-18,61,2018-03-18,703.0,Eastern
2018-03-25,44,2018-03-25,703.0,Eastern
2018-04-01,70,2018-04-01,703.0,Eastern
2018-04-08,69,2018-04-08,703.0,Eastern
2018-04-15,49,2018-04-15,703.0,Eastern
2018-04-22,35,2018-04-22,703.0,Eastern
2018-04-29,55,2018-04-29,703.0,Eastern
2018-05-06,62,2018-05-06,703.0,Eastern
2018-05-13,70,2018-05-13,703.0,Eastern
2018-05-20,37,2018-05-20,703.0,Eastern
2018-05-27,49,2018-05-27,703.0,Eastern
2018-06-03,65,2018-06-03,703.0,Eastern
2018-06-10,41,2018-06-10,703.0,Eastern
2018-06-17,55,2018-06-17,703.0,Eastern
2018-06-24,51,2018-06-24,703.0,Eastern
2018-07-01,58,2018-07-01,703.0,Eastern
2018-07-08,65,2018-07-08,703.0,Eastern
2018-07-15,37,2018-07-15,703.0,Eastern
2018-07-22,31,2018-07-22,703.0,Eastern
2018-07-29,53,2018-07-29,703.0,Eastern
2018-08-05,56,2018-08-05,703.0,Eastern
2018-08-12,52,2018-08-12,703.0,Eastern
2018-08-19,55,2018-08-19,703.0,Eastern
2018-08-26,54,2018-08-26,703.0,Eastern
2018-09-02,51,2018-09-02,703.0,Eastern
2018-09-09,61,2018-09-09,703.0,Eastern
2018-09-16,56,2018-09-16,703.0,Eastern
2018-09-23,65,2018-09-23,703.0,Eastern
2018-09-30,56,2018-09-30,703.0,Eastern
2018-10-07,49,2018-10-07,703.0,Eastern
2018-10-14,26,2018-10-14,703.0,Eastern
2018-10-21,50,2018-10-21,703.0,Eastern
2018-10-28,37,2018-10-28,703.0,Eastern
2018-11-04,49,2018-11-04,703.0,Eastern
2018-11-11,47,2018-11-11,703.0,Eastern
2018-11-18,71,2018-11-18,703.0,Eastern
2018-11-25,45,2018-11-25,703.0,Eastern
2018-12-02,32,2018-12-02,703.0,Eastern
2018-12-09,50,2018-12-09,703.0,Eastern
2018-12-16,51,2018-12-16,703.0,Eastern
2018-12-23,52,2018-12-23,703.0,Eastern
2018-12-30,55,2018-12-30,703.0,Eastern
2019-01-06,8,2019-01-06,703.0,Eastern
2013-07-07,34,2013-07-07,101.0,Southeastern
2013-07-14,25,2013-07-14,101.0,Southeastern
2013-07-21,28,2013-07-21,101.0,Southeastern
2013-07-28,18,2013-07-28,101.0,Southeastern
2013-08-04,35,2013-08-04,101.0,Southeastern
2013-08-11,12,2013-08-11,101.0,Southeastern
2013-08-18,34,2013-08-18,101.0,Southeastern
2013-08-25,33,2013-08-25,101.0,Southeastern
2013-09-01,25,2013-09-01,101.0,Southeastern
2013-09-08,28,2013-09-08,101.0,Southeastern
2013-09-15,25,2013-09-15,101.0,Southeastern
2013-09-22,34,2013-09-22,101.0,Southeastern
2013-09-29,22,2013-09-29,101.0,Southeastern
2013-10-06,29,2013-10-06,101.0,Southeastern
2013-10-13,34,2013-10-13,101.0,Southeastern
2013-10-20,36,2013-10-20,101.0,Southeastern
2013-10-27,34,2013-10-27,101.0,Southeastern
2013-11-03,35,2013-11-03,101.0,Southeastern
2013-11-10,27,2013-11-10,101.0,Southeastern
2013-11-17,25,2013-11-17,101.0,Southeastern
2013-11-24,33,2013-11-24,101.0,Southeastern
2013-12-01,18,2013-12-01,101.0,Southeastern
2013-12-08,21,2013-12-08,101.0,Southeastern
2013-12-15,27,2013-12-15,101.0,Southeastern
2013-12-22,23,2013-12-22,101.0,Southeastern
2013-12-29,23,2013-12-29,101.0,Southeastern
2014-01-05,26,2014-01-05,101.0,Southeastern
2014-01-12,15,2014-01-12,101.0,Southeastern
2014-01-19,21,2014-01-19,101.0,Southeastern
2014-01-26,19,2014-01-26,101.0,Southeastern
2014-02-02,21,2014-02-02,101.0,Southeastern
2014-02-09,25,2014-02-09,101.0,Southeastern
2014-02-16,16,2014-02-16,101.0,Southeastern
2014-02-23,11,2014-02-23,101.0,Southeastern
2014-03-02,28,2014-03-02,101.0,Southeastern
2014-03-09,29,2014-03-09,101.0,Southeastern
2014-03-16,28,2014-03-16,101.0,Southeastern
2014-03-23,26,2014-03-23,101.0,Southeastern
2014-03-30,15,2014-03-30,101.0,Southeastern
2014-04-06,26,2014-04-06,101.0,Southeastern
2014-04-13,18,2014-04-13,101.0,Southeastern
2014-04-20,18,2014-04-20,101.0,Southeastern
2014-04-27,15,2014-04-27,101.0,Southeastern
2014-05-04,29,2014-05-04,101.0,Southeastern
2014-05-11,21,2014-05-11,101.0,Southeastern
2014-05-18,28,2014-05-18,101.0,Southeastern
2014-05-25,18,2014-05-25,101.0,Southeastern
2014-06-01,36,2014-06-01,101.0,Southeastern
2014-06-08,22,2014-06-08,101.0,Southeastern
2014-06-15,16,2014-06-15,101.0,Southeastern
2014-06-22,24,2014-06-22,101.0,Southeastern
2014-06-29,19,2014-06-29,101.0,Southeastern
