Date,Count,Date,Census_Tracts,PoliceDistrict
2018-06-03,24,2018-06-03,2302.0,Southern
2018-06-10,14,2018-06-10,2302.0,Southern
2018-06-17,20,2018-06-17,2302.0,Southern
2018-06-24,24,2018-06-24,2302.0,Southern
2018-07-01,18,2018-07-01,2302.0,Southern
2018-07-08,22,2018-07-08,2302.0,Southern
2018-07-15,24,2018-07-15,2302.0,Southern
2018-07-22,26,2018-07-22,2302.0,Southern
2018-07-29,25,2018-07-29,2302.0,Southern
2018-08-05,28,2018-08-05,2302.0,Southern
2018-08-12,19,2018-08-12,2302.0,Southern
2018-08-19,23,2018-08-19,2302.0,Southern
2018-08-26,17,2018-08-26,2302.0,Southern
2018-09-02,26,2018-09-02,2302.0,Southern
2018-09-09,25,2018-09-09,2302.0,Southern
2018-09-16,22,2018-09-16,2302.0,Southern
2018-09-23,34,2018-09-23,2302.0,Southern
2018-09-30,21,2018-09-30,2302.0,Southern
2018-10-07,30,2018-10-07,2302.0,Southern
2018-10-14,21,2018-10-14,2302.0,Southern
2018-10-21,20,2018-10-21,2302.0,Southern
2018-10-28,31,2018-10-28,2302.0,Southern
2018-11-04,18,2018-11-04,2302.0,Southern
2018-11-11,18,2018-11-11,2302.0,Southern
2018-11-18,27,2018-11-18,2302.0,Southern
2018-11-25,14,2018-11-25,2302.0,Southern
2018-12-02,30,2018-12-02,2302.0,Southern
2018-12-09,37,2018-12-09,2302.0,Southern
2018-12-16,20,2018-12-16,2302.0,Southern
2018-12-23,16,2018-12-23,2302.0,Southern
2018-12-30,15,2018-12-30,2302.0,Southern
2019-01-06,5,2019-01-06,2302.0,Southern
2013-07-07,54,2013-07-07,2710.02,Northern
2013-07-14,45,2013-07-14,2710.02,Northern
2013-07-21,32,2013-07-21,2710.02,Northern
2013-07-28,46,2013-07-28,2710.02,Northern
2013-08-04,61,2013-08-04,2710.02,Northern
2013-08-11,37,2013-08-11,2710.02,Northern
2013-08-18,32,2013-08-18,2710.02,Northern
2013-08-25,41,2013-08-25,2710.02,Northern
2013-09-01,37,2013-09-01,2710.02,Northern
2013-09-08,47,2013-09-08,2710.02,Northern
2013-09-15,33,2013-09-15,2710.02,Northern
2013-09-22,48,2013-09-22,2710.02,Northern
2013-09-29,41,2013-09-29,2710.02,Northern
2013-10-06,57,2013-10-06,2710.02,Northern
2013-10-13,39,2013-10-13,2710.02,Northern
2013-10-20,38,2013-10-20,2710.02,Northern
2013-10-27,38,2013-10-27,2710.02,Northern
2013-11-03,37,2013-11-03,2710.02,Northern
2013-11-10,38,2013-11-10,2710.02,Northern
2013-11-17,30,2013-11-17,2710.02,Northern
2013-11-24,45,2013-11-24,2710.02,Northern
2013-12-01,33,2013-12-01,2710.02,Northern
2013-12-08,21,2013-12-08,2710.02,Northern
2013-12-15,31,2013-12-15,2710.02,Northern
2013-12-22,47,2013-12-22,2710.02,Northern
2013-12-29,34,2013-12-29,2710.02,Northern
2014-01-05,37,2014-01-05,2710.02,Northern
2014-01-12,42,2014-01-12,2710.02,Northern
2014-01-19,51,2014-01-19,2710.02,Northern
2014-01-26,39,2014-01-26,2710.02,Northern
2014-02-02,60,2014-02-02,2710.02,Northern
2014-02-09,40,2014-02-09,2710.02,Northern
2014-02-16,28,2014-02-16,2710.02,Northern
2014-02-23,35,2014-02-23,2710.02,Northern
2014-03-02,38,2014-03-02,2710.02,Northern
2014-03-09,48,2014-03-09,2710.02,Northern
2014-03-16,32,2014-03-16,2710.02,Northern
2014-03-23,43,2014-03-23,2710.02,Northern
2014-03-30,25,2014-03-30,2710.02,Northern
2014-04-06,64,2014-04-06,2710.02,Northern
2014-04-13,43,2014-04-13,2710.02,Northern
2014-04-20,48,2014-04-20,2710.02,Northern
2014-04-27,36,2014-04-27,2710.02,Northern
2014-05-04,49,2014-05-04,2710.02,Northern
2014-05-11,48,2014-05-11,2710.02,Northern
2014-05-18,57,2014-05-18,2710.02,Northern
2014-05-25,56,2014-05-25,2710.02,Northern
2014-06-01,64,2014-06-01,2710.02,Northern
2014-06-08,58,2014-06-08,2710.02,Northern
2014-06-15,34,2014-06-15,2710.02,Northern
2014-06-22,49,2014-06-22,2710.02,Northern
2014-06-29,45,2014-06-29,2710.02,Northern
2014-07-06,56,2014-07-06,2710.02,Northern
2014-07-13,28,2014-07-13,2710.02,Northern
2014-07-20,63,2014-07-20,2710.02,Northern
2014-07-27,45,2014-07-27,2710.02,Northern
2014-08-03,43,2014-08-03,2710.02,Northern
2014-08-10,38,2014-08-10,2710.02,Northern
2014-08-17,53,2014-08-17,2710.02,Northern
2014-08-24,51,2014-08-24,2710.02,Northern
2014-08-31,32,2014-08-31,2710.02,Northern
2014-09-07,34,2014-09-07,2710.02,Northern
2014-09-14,54,2014-09-14,2710.02,Northern
2014-09-21,44,2014-09-21,2710.02,Northern
2014-09-28,46,2014-09-28,2710.02,Northern
2014-10-05,53,2014-10-05,2710.02,Northern
2014-10-12,36,2014-10-12,2710.02,Northern
2014-10-19,65,2014-10-19,2710.02,Northern
2014-10-26,42,2014-10-26,2710.02,Northern
2014-11-02,52,2014-11-02,2710.02,Northern
2014-11-09,51,2014-11-09,2710.02,Northern
2014-11-16,32,2014-11-16,2710.02,Northern
2014-11-23,36,2014-11-23,2710.02,Northern
2014-11-30,33,2014-11-30,2710.02,Northern
2014-12-07,27,2014-12-07,2710.02,Northern
2014-12-14,35,2014-12-14,2710.02,Northern
2014-12-21,45,2014-12-21,2710.02,Northern
2014-12-28,47,2014-12-28,2710.02,Northern
2015-01-04,41,2015-01-04,2710.02,Northern
2015-01-11,40,2015-01-11,2710.02,Northern
2015-01-18,43,2015-01-18,2710.02,Northern
2015-01-25,40,2015-01-25,2710.02,Northern
2015-02-01,40,2015-02-01,2710.02,Northern
2015-02-08,35,2015-02-08,2710.02,Northern
2015-02-15,26,2015-02-15,2710.02,Northern
2015-02-22,46,2015-02-22,2710.02,Northern
2015-03-01,45,2015-03-01,2710.02,Northern
2015-03-08,75,2015-03-08,2710.02,Northern
2015-03-15,89,2015-03-15,2710.02,Northern
2015-03-22,65,2015-03-22,2710.02,Northern
2015-03-29,66,2015-03-29,2710.02,Northern
2015-04-05,68,2015-04-05,2710.02,Northern
2015-04-12,83,2015-04-12,2710.02,Northern
2015-04-19,89,2015-04-19,2710.02,Northern
2015-04-26,84,2015-04-26,2710.02,Northern
2015-05-03,94,2015-05-03,2710.02,Northern
2015-05-10,56,2015-05-10,2710.02,Northern
2015-05-17,73,2015-05-17,2710.02,Northern
2015-05-24,77,2015-05-24,2710.02,Northern
2015-05-31,97,2015-05-31,2710.02,Northern
2015-06-07,82,2015-06-07,2710.02,Northern
2015-06-14,80,2015-06-14,2710.02,Northern
2015-06-21,100,2015-06-21,2710.02,Northern
2015-06-28,76,2015-06-28,2710.02,Northern
2015-07-05,65,2015-07-05,2710.02,Northern
2015-07-12,94,2015-07-12,2710.02,Northern
2015-07-19,75,2015-07-19,2710.02,Northern
2015-07-26,122,2015-07-26,2710.02,Northern
2015-08-02,88,2015-08-02,2710.02,Northern
2015-08-09,88,2015-08-09,2710.02,Northern
2015-08-16,86,2015-08-16,2710.02,Northern
2015-08-23,78,2015-08-23,2710.02,Northern
2015-08-30,84,2015-08-30,2710.02,Northern
2015-09-06,72,2015-09-06,2710.02,Northern
2015-09-13,61,2015-09-13,2710.02,Northern
2015-09-20,101,2015-09-20,2710.02,Northern
2015-09-27,87,2015-09-27,2710.02,Northern
2015-10-04,57,2015-10-04,2710.02,Northern
2015-10-11,86,2015-10-11,2710.02,Northern
2015-10-18,67,2015-10-18,2710.02,Northern
2015-10-25,53,2015-10-25,2710.02,Northern
2015-11-01,56,2015-11-01,2710.02,Northern
2015-11-08,71,2015-11-08,2710.02,Northern
2015-11-15,54,2015-11-15,2710.02,Northern
2015-11-22,58,2015-11-22,2710.02,Northern
2015-11-29,45,2015-11-29,2710.02,Northern
2015-12-06,71,2015-12-06,2710.02,Northern
2015-12-13,66,2015-12-13,2710.02,Northern
2015-12-20,74,2015-12-20,2710.02,Northern
2015-12-27,61,2015-12-27,2710.02,Northern
2016-01-03,93,2016-01-03,2710.02,Northern
2016-01-10,77,2016-01-10,2710.02,Northern
2016-01-17,104,2016-01-17,2710.02,Northern
2016-01-24,53,2016-01-24,2710.02,Northern
2016-01-31,67,2016-01-31,2710.02,Northern
2016-02-07,85,2016-02-07,2710.02,Northern
2016-02-14,57,2016-02-14,2710.02,Northern
2016-02-21,74,2016-02-21,2710.02,Northern
2016-02-28,66,2016-02-28,2710.02,Northern
2016-03-06,58,2016-03-06,2710.02,Northern
2016-03-13,74,2016-03-13,2710.02,Northern
2016-03-20,58,2016-03-20,2710.02,Northern
2016-03-27,84,2016-03-27,2710.02,Northern
2016-04-03,81,2016-04-03,2710.02,Northern
2016-04-10,74,2016-04-10,2710.02,Northern
2016-04-17,51,2016-04-17,2710.02,Northern
2016-04-24,63,2016-04-24,2710.02,Northern
2016-05-01,55,2016-05-01,2710.02,Northern
2016-05-08,56,2016-05-08,2710.02,Northern
2016-05-15,67,2016-05-15,2710.02,Northern
2016-05-22,58,2016-05-22,2710.02,Northern
2016-05-29,55,2016-05-29,2710.02,Northern
2016-06-05,77,2016-06-05,2710.02,Northern
2016-06-12,60,2016-06-12,2710.02,Northern
2016-06-19,58,2016-06-19,2710.02,Northern
2016-06-26,97,2016-06-26,2710.02,Northern
2016-07-03,52,2016-07-03,2710.02,Northern
2016-07-10,75,2016-07-10,2710.02,Northern
2016-07-17,91,2016-07-17,2710.02,Northern
2016-07-24,74,2016-07-24,2710.02,Northern
2016-07-31,77,2016-07-31,2710.02,Northern
2016-08-07,55,2016-08-07,2710.02,Northern
2016-08-14,64,2016-08-14,2710.02,Northern
2016-08-21,73,2016-08-21,2710.02,Northern
2016-08-28,78,2016-08-28,2710.02,Northern
2016-09-04,44,2016-09-04,2710.02,Northern
2016-09-11,71,2016-09-11,2710.02,Northern
2016-09-18,71,2016-09-18,2710.02,Northern
2016-09-25,72,2016-09-25,2710.02,Northern
2016-10-02,53,2016-10-02,2710.02,Northern
2016-10-09,78,2016-10-09,2710.02,Northern
2016-10-16,64,2016-10-16,2710.02,Northern
2016-10-23,84,2016-10-23,2710.02,Northern
2016-10-30,60,2016-10-30,2710.02,Northern
2016-11-06,72,2016-11-06,2710.02,Northern
2016-11-13,68,2016-11-13,2710.02,Northern
2016-11-20,52,2016-11-20,2710.02,Northern
2016-11-27,61,2016-11-27,2710.02,Northern
2016-12-04,51,2016-12-04,2710.02,Northern
2016-12-11,38,2016-12-11,2710.02,Northern
2016-12-18,84,2016-12-18,2710.02,Northern
2016-12-25,95,2016-12-25,2710.02,Northern
2017-01-01,99,2017-01-01,2710.02,Northern
2017-01-08,106,2017-01-08,2710.02,Northern
2017-01-15,94,2017-01-15,2710.02,Northern
2017-01-22,132,2017-01-22,2710.02,Northern
2017-01-29,92,2017-01-29,2710.02,Northern
2017-02-05,107,2017-02-05,2710.02,Northern
2017-02-12,85,2017-02-12,2710.02,Northern
2017-02-19,114,2017-02-19,2710.02,Northern
2017-02-26,109,2017-02-26,2710.02,Northern
2017-03-05,90,2017-03-05,2710.02,Northern
2017-03-12,80,2017-03-12,2710.02,Northern
2017-03-19,91,2017-03-19,2710.02,Northern
2017-03-26,94,2017-03-26,2710.02,Northern
2017-04-02,141,2017-04-02,2710.02,Northern
2017-04-09,119,2017-04-09,2710.02,Northern
2017-04-16,149,2017-04-16,2710.02,Northern
2017-04-23,131,2017-04-23,2710.02,Northern
2017-04-30,129,2017-04-30,2710.02,Northern
2017-05-07,109,2017-05-07,2710.02,Northern
2017-05-14,91,2017-05-14,2710.02,Northern
2017-05-21,129,2017-05-21,2710.02,Northern
2017-05-28,122,2017-05-28,2710.02,Northern
2017-06-04,145,2017-06-04,2710.02,Northern
2017-06-11,101,2017-06-11,2710.02,Northern
2017-06-18,108,2017-06-18,2710.02,Northern
2017-06-25,138,2017-06-25,2710.02,Northern
2017-07-02,117,2017-07-02,2710.02,Northern
2017-07-09,136,2017-07-09,2710.02,Northern
2017-07-16,100,2017-07-16,2710.02,Northern
2017-07-23,103,2017-07-23,2710.02,Northern
2017-07-30,95,2017-07-30,2710.02,Northern
2017-08-06,89,2017-08-06,2710.02,Northern
2017-08-13,129,2017-08-13,2710.02,Northern
2017-08-20,122,2017-08-20,2710.02,Northern
2017-08-27,131,2017-08-27,2710.02,Northern
2017-09-03,152,2017-09-03,2710.02,Northern
2017-09-10,129,2017-09-10,2710.02,Northern
2017-09-17,95,2017-09-17,2710.02,Northern
2017-09-24,90,2017-09-24,2710.02,Northern
2017-10-01,111,2017-10-01,2710.02,Northern
2017-10-08,132,2017-10-08,2710.02,Northern
2017-10-15,110,2017-10-15,2710.02,Northern
2017-10-22,125,2017-10-22,2710.02,Northern
2017-10-29,121,2017-10-29,2710.02,Northern
2017-11-05,114,2017-11-05,2710.02,Northern
2017-11-12,106,2017-11-12,2710.02,Northern
2017-11-19,99,2017-11-19,2710.02,Northern
2017-11-26,107,2017-11-26,2710.02,Northern
2017-12-03,92,2017-12-03,2710.02,Northern
2017-12-10,92,2017-12-10,2710.02,Northern
2017-12-17,85,2017-12-17,2710.02,Northern
2017-12-24,75,2017-12-24,2710.02,Northern
2017-12-31,57,2017-12-31,2710.02,Northern
2018-01-07,154,2018-01-07,2710.02,Northern
2018-01-14,167,2018-01-14,2710.02,Northern
2018-01-21,165,2018-01-21,2710.02,Northern
2018-01-28,200,2018-01-28,2710.02,Northern
2018-02-04,138,2018-02-04,2710.02,Northern
2018-02-11,113,2018-02-11,2710.02,Northern
2018-02-18,177,2018-02-18,2710.02,Northern
2018-02-25,135,2018-02-25,2710.02,Northern
2018-03-04,130,2018-03-04,2710.02,Northern
2018-03-11,148,2018-03-11,2710.02,Northern
2018-03-18,154,2018-03-18,2710.02,Northern
2018-03-25,118,2018-03-25,2710.02,Northern
2018-04-01,120,2018-04-01,2710.02,Northern
2018-04-08,107,2018-04-08,2710.02,Northern
2018-04-15,139,2018-04-15,2710.02,Northern
2018-04-22,129,2018-04-22,2710.02,Northern
2018-04-29,142,2018-04-29,2710.02,Northern
2018-05-06,118,2018-05-06,2710.02,Northern
2018-05-13,161,2018-05-13,2710.02,Northern
2018-05-20,111,2018-05-20,2710.02,Northern
2018-05-27,142,2018-05-27,2710.02,Northern
2018-06-03,113,2018-06-03,2710.02,Northern
2018-06-10,132,2018-06-10,2710.02,Northern
2018-06-17,137,2018-06-17,2710.02,Northern
2018-06-24,108,2018-06-24,2710.02,Northern
2018-07-01,109,2018-07-01,2710.02,Northern
2018-07-08,104,2018-07-08,2710.02,Northern
2018-07-15,81,2018-07-15,2710.02,Northern
2018-07-22,131,2018-07-22,2710.02,Northern
2018-07-29,123,2018-07-29,2710.02,Northern
2018-08-05,100,2018-08-05,2710.02,Northern
2018-08-12,128,2018-08-12,2710.02,Northern
2018-08-19,82,2018-08-19,2710.02,Northern
2018-08-26,89,2018-08-26,2710.02,Northern
2018-09-02,125,2018-09-02,2710.02,Northern
2018-09-09,102,2018-09-09,2710.02,Northern
2018-09-16,87,2018-09-16,2710.02,Northern
2018-09-23,85,2018-09-23,2710.02,Northern
2018-09-30,85,2018-09-30,2710.02,Northern
2018-10-07,121,2018-10-07,2710.02,Northern
2018-10-14,90,2018-10-14,2710.02,Northern
2018-10-21,103,2018-10-21,2710.02,Northern
2018-10-28,88,2018-10-28,2710.02,Northern
2018-11-04,88,2018-11-04,2710.02,Northern
2018-11-11,89,2018-11-11,2710.02,Northern
2018-11-18,96,2018-11-18,2710.02,Northern
2018-11-25,95,2018-11-25,2710.02,Northern
2018-12-02,153,2018-12-02,2710.02,Northern
2018-12-09,110,2018-12-09,2710.02,Northern
2018-12-16,95,2018-12-16,2710.02,Northern
2018-12-23,90,2018-12-23,2710.02,Northern
2018-12-30,124,2018-12-30,2710.02,Northern
2019-01-06,13,2019-01-06,2710.02,Northern
2013-07-07,173,2013-07-07,203.0,Southeastern
2013-07-14,145,2013-07-14,203.0,Southeastern
2013-07-21,117,2013-07-21,203.0,Southeastern
2013-07-28,125,2013-07-28,203.0,Southeastern
2013-08-04,124,2013-08-04,203.0,Southeastern
2013-08-11,114,2013-08-11,203.0,Southeastern
2013-08-18,108,2013-08-18,203.0,Southeastern
2013-08-25,89,2013-08-25,203.0,Southeastern
2013-09-01,95,2013-09-01,203.0,Southeastern
2013-09-08,128,2013-09-08,203.0,Southeastern
2013-09-15,126,2013-09-15,203.0,Southeastern
2013-09-22,103,2013-09-22,203.0,Southeastern
2013-09-29,147,2013-09-29,203.0,Southeastern
2013-10-06,120,2013-10-06,203.0,Southeastern
2013-10-13,85,2013-10-13,203.0,Southeastern
2013-10-20,99,2013-10-20,203.0,Southeastern
2013-10-27,77,2013-10-27,203.0,Southeastern
2013-11-03,116,2013-11-03,203.0,Southeastern
2013-11-10,81,2013-11-10,203.0,Southeastern
2013-11-17,82,2013-11-17,203.0,Southeastern
2013-11-24,72,2013-11-24,203.0,Southeastern
2013-12-01,66,2013-12-01,203.0,Southeastern
2013-12-08,67,2013-12-08,203.0,Southeastern
2013-12-15,79,2013-12-15,203.0,Southeastern
2013-12-22,81,2013-12-22,203.0,Southeastern
2013-12-29,83,2013-12-29,203.0,Southeastern
2014-01-05,115,2014-01-05,203.0,Southeastern
2014-01-12,82,2014-01-12,203.0,Southeastern
2014-01-19,76,2014-01-19,203.0,Southeastern
2014-01-26,56,2014-01-26,203.0,Southeastern
2014-02-02,74,2014-02-02,203.0,Southeastern
2014-02-09,88,2014-02-09,203.0,Southeastern
2014-02-16,63,2014-02-16,203.0,Southeastern
2014-02-23,85,2014-02-23,203.0,Southeastern
2014-03-02,83,2014-03-02,203.0,Southeastern
2014-03-09,81,2014-03-09,203.0,Southeastern
2014-03-16,96,2014-03-16,203.0,Southeastern
2014-03-23,77,2014-03-23,203.0,Southeastern
2014-03-30,88,2014-03-30,203.0,Southeastern
2014-04-06,109,2014-04-06,203.0,Southeastern
2014-04-13,100,2014-04-13,203.0,Southeastern
2014-04-20,104,2014-04-20,203.0,Southeastern
2014-04-27,80,2014-04-27,203.0,Southeastern
2014-05-04,101,2014-05-04,203.0,Southeastern
2014-05-11,81,2014-05-11,203.0,Southeastern
2014-05-18,124,2014-05-18,203.0,Southeastern
2014-05-25,118,2014-05-25,203.0,Southeastern
2014-06-01,128,2014-06-01,203.0,Southeastern
2014-06-08,119,2014-06-08,203.0,Southeastern
2014-06-15,118,2014-06-15,203.0,Southeastern
2014-06-22,109,2014-06-22,203.0,Southeastern
2014-06-29,117,2014-06-29,203.0,Southeastern
2014-07-06,122,2014-07-06,203.0,Southeastern
2014-07-13,115,2014-07-13,203.0,Southeastern
2014-07-20,116,2014-07-20,203.0,Southeastern
2014-07-27,107,2014-07-27,203.0,Southeastern
2014-08-03,95,2014-08-03,203.0,Southeastern
2014-08-10,126,2014-08-10,203.0,Southeastern
2014-08-17,156,2014-08-17,203.0,Southeastern
2014-08-24,121,2014-08-24,203.0,Southeastern
2014-08-31,101,2014-08-31,203.0,Southeastern
2014-09-07,115,2014-09-07,203.0,Southeastern
2014-09-14,105,2014-09-14,203.0,Southeastern
2014-09-21,106,2014-09-21,203.0,Southeastern
2014-09-28,77,2014-09-28,203.0,Southeastern
2014-10-05,120,2014-10-05,203.0,Southeastern
2014-10-12,89,2014-10-12,203.0,Southeastern
2014-10-19,92,2014-10-19,203.0,Southeastern
2014-10-26,84,2014-10-26,203.0,Southeastern
2014-11-02,115,2014-11-02,203.0,Southeastern
2014-11-09,106,2014-11-09,203.0,Southeastern
2014-11-16,109,2014-11-16,203.0,Southeastern
2014-11-23,83,2014-11-23,203.0,Southeastern
2014-11-30,86,2014-11-30,203.0,Southeastern
2014-12-07,107,2014-12-07,203.0,Southeastern
2014-12-14,71,2014-12-14,203.0,Southeastern
2014-12-21,101,2014-12-21,203.0,Southeastern
2014-12-28,66,2014-12-28,203.0,Southeastern
2015-01-04,107,2015-01-04,203.0,Southeastern
2015-01-11,87,2015-01-11,203.0,Southeastern
2015-01-18,75,2015-01-18,203.0,Southeastern
2015-01-25,78,2015-01-25,203.0,Southeastern
2015-02-01,90,2015-02-01,203.0,Southeastern
2015-02-08,95,2015-02-08,203.0,Southeastern
2015-02-15,85,2015-02-15,203.0,Southeastern
2015-02-22,76,2015-02-22,203.0,Southeastern
2015-03-01,73,2015-03-01,203.0,Southeastern
2015-03-08,88,2015-03-08,203.0,Southeastern
2015-03-15,86,2015-03-15,203.0,Southeastern
2015-03-22,117,2015-03-22,203.0,Southeastern
2015-03-29,108,2015-03-29,203.0,Southeastern
2015-04-05,96,2015-04-05,203.0,Southeastern
2015-04-12,123,2015-04-12,203.0,Southeastern
2015-04-19,127,2015-04-19,203.0,Southeastern
2015-04-26,80,2015-04-26,203.0,Southeastern
2015-05-03,146,2015-05-03,203.0,Southeastern
2015-05-10,110,2015-05-10,203.0,Southeastern
2015-05-17,125,2015-05-17,203.0,Southeastern
2015-05-24,119,2015-05-24,203.0,Southeastern
2015-05-31,133,2015-05-31,203.0,Southeastern
2015-06-07,113,2015-06-07,203.0,Southeastern
2015-06-14,162,2015-06-14,203.0,Southeastern
2015-06-21,148,2015-06-21,203.0,Southeastern
2015-06-28,141,2015-06-28,203.0,Southeastern
2015-07-05,167,2015-07-05,203.0,Southeastern
2015-07-12,122,2015-07-12,203.0,Southeastern
2015-07-19,151,2015-07-19,203.0,Southeastern
2015-07-26,158,2015-07-26,203.0,Southeastern
2015-08-02,147,2015-08-02,203.0,Southeastern
2015-08-09,160,2015-08-09,203.0,Southeastern
2015-08-16,159,2015-08-16,203.0,Southeastern
2015-08-23,110,2015-08-23,203.0,Southeastern
2015-08-30,115,2015-08-30,203.0,Southeastern
2015-09-06,118,2015-09-06,203.0,Southeastern
2015-09-13,120,2015-09-13,203.0,Southeastern
2015-09-20,122,2015-09-20,203.0,Southeastern
2015-09-27,99,2015-09-27,203.0,Southeastern
2015-10-04,98,2015-10-04,203.0,Southeastern
2015-10-11,122,2015-10-11,203.0,Southeastern
2015-10-18,111,2015-10-18,203.0,Southeastern
2015-10-25,101,2015-10-25,203.0,Southeastern
2015-11-01,116,2015-11-01,203.0,Southeastern
2015-11-08,113,2015-11-08,203.0,Southeastern
2015-11-15,367,2015-11-15,203.0,Southeastern
2015-11-22,135,2015-11-22,203.0,Southeastern
2015-11-29,81,2015-11-29,203.0,Southeastern
2015-12-06,124,2015-12-06,203.0,Southeastern
2015-12-13,105,2015-12-13,203.0,Southeastern
2015-12-20,83,2015-12-20,203.0,Southeastern
2015-12-27,81,2015-12-27,203.0,Southeastern
2016-01-03,99,2016-01-03,203.0,Southeastern
2016-01-10,71,2016-01-10,203.0,Southeastern
2016-01-17,69,2016-01-17,203.0,Southeastern
2016-01-24,79,2016-01-24,203.0,Southeastern
2016-01-31,75,2016-01-31,203.0,Southeastern
2016-02-07,89,2016-02-07,203.0,Southeastern
2016-02-14,87,2016-02-14,203.0,Southeastern
2016-02-21,80,2016-02-21,203.0,Southeastern
2016-02-28,82,2016-02-28,203.0,Southeastern
2016-03-06,84,2016-03-06,203.0,Southeastern
2016-03-13,102,2016-03-13,203.0,Southeastern
2016-03-20,99,2016-03-20,203.0,Southeastern
2016-03-27,110,2016-03-27,203.0,Southeastern
2016-04-03,117,2016-04-03,203.0,Southeastern
2016-04-10,69,2016-04-10,203.0,Southeastern
2016-04-17,109,2016-04-17,203.0,Southeastern
2016-04-24,85,2016-04-24,203.0,Southeastern
2016-05-01,124,2016-05-01,203.0,Southeastern
2016-05-08,83,2016-05-08,203.0,Southeastern
2016-05-15,109,2016-05-15,203.0,Southeastern
2016-05-22,102,2016-05-22,203.0,Southeastern
2016-05-29,87,2016-05-29,203.0,Southeastern
2016-06-05,123,2016-06-05,203.0,Southeastern
2016-06-12,87,2016-06-12,203.0,Southeastern
2016-06-19,126,2016-06-19,203.0,Southeastern
2016-06-26,110,2016-06-26,203.0,Southeastern
2016-07-03,103,2016-07-03,203.0,Southeastern
2016-07-10,111,2016-07-10,203.0,Southeastern
2016-07-17,118,2016-07-17,203.0,Southeastern
2016-07-24,131,2016-07-24,203.0,Southeastern
2016-07-31,112,2016-07-31,203.0,Southeastern
2016-08-07,102,2016-08-07,203.0,Southeastern
2016-08-14,106,2016-08-14,203.0,Southeastern
2016-08-21,93,2016-08-21,203.0,Southeastern
2016-08-28,97,2016-08-28,203.0,Southeastern
2016-09-04,126,2016-09-04,203.0,Southeastern
2016-09-11,121,2016-09-11,203.0,Southeastern
2016-09-18,111,2016-09-18,203.0,Southeastern
2016-09-25,87,2016-09-25,203.0,Southeastern
2016-10-02,101,2016-10-02,203.0,Southeastern
2016-10-09,92,2016-10-09,203.0,Southeastern
2016-10-16,81,2016-10-16,203.0,Southeastern
2016-10-23,81,2016-10-23,203.0,Southeastern
2016-10-30,97,2016-10-30,203.0,Southeastern
2016-11-06,113,2016-11-06,203.0,Southeastern
2016-11-13,72,2016-11-13,203.0,Southeastern
2016-11-20,74,2016-11-20,203.0,Southeastern
2016-11-27,67,2016-11-27,203.0,Southeastern
2016-12-04,81,2016-12-04,203.0,Southeastern
2016-12-11,67,2016-12-11,203.0,Southeastern
2016-12-18,62,2016-12-18,203.0,Southeastern
2016-12-25,68,2016-12-25,203.0,Southeastern
2017-01-01,64,2017-01-01,203.0,Southeastern
2017-01-08,106,2017-01-08,203.0,Southeastern
2017-01-15,74,2017-01-15,203.0,Southeastern
2017-01-22,105,2017-01-22,203.0,Southeastern
2017-01-29,75,2017-01-29,203.0,Southeastern
2017-02-05,71,2017-02-05,203.0,Southeastern
2017-02-12,63,2017-02-12,203.0,Southeastern
2017-02-19,96,2017-02-19,203.0,Southeastern
2017-02-26,100,2017-02-26,203.0,Southeastern
2017-03-05,58,2017-03-05,203.0,Southeastern
2017-03-12,72,2017-03-12,203.0,Southeastern
2017-03-19,82,2017-03-19,203.0,Southeastern
2017-03-26,96,2017-03-26,203.0,Southeastern
2017-04-02,69,2017-04-02,203.0,Southeastern
2017-04-09,74,2017-04-09,203.0,Southeastern
2017-04-16,93,2017-04-16,203.0,Southeastern
2017-04-23,119,2017-04-23,203.0,Southeastern
2017-04-30,117,2017-04-30,203.0,Southeastern
2017-05-07,96,2017-05-07,203.0,Southeastern
2017-05-14,92,2017-05-14,203.0,Southeastern
2017-05-21,82,2017-05-21,203.0,Southeastern
2017-05-28,102,2017-05-28,203.0,Southeastern
2017-06-04,113,2017-06-04,203.0,Southeastern
2017-06-11,84,2017-06-11,203.0,Southeastern
2017-06-18,104,2017-06-18,203.0,Southeastern
2017-06-25,96,2017-06-25,203.0,Southeastern
2017-07-02,104,2017-07-02,203.0,Southeastern
2017-07-09,114,2017-07-09,203.0,Southeastern
2017-07-16,89,2017-07-16,203.0,Southeastern
2017-07-23,118,2017-07-23,203.0,Southeastern
2017-07-30,108,2017-07-30,203.0,Southeastern
2017-08-06,95,2017-08-06,203.0,Southeastern
2017-08-13,101,2017-08-13,203.0,Southeastern
2017-08-20,93,2017-08-20,203.0,Southeastern
2017-08-27,89,2017-08-27,203.0,Southeastern
2017-09-03,90,2017-09-03,203.0,Southeastern
2017-09-10,99,2017-09-10,203.0,Southeastern
2017-09-17,107,2017-09-17,203.0,Southeastern
2017-09-24,119,2017-09-24,203.0,Southeastern
2017-10-01,96,2017-10-01,203.0,Southeastern
2017-10-08,136,2017-10-08,203.0,Southeastern
2017-10-15,113,2017-10-15,203.0,Southeastern
2017-10-22,99,2017-10-22,203.0,Southeastern
2017-10-29,95,2017-10-29,203.0,Southeastern
2017-11-05,92,2017-11-05,203.0,Southeastern
2017-11-12,74,2017-11-12,203.0,Southeastern
2017-11-19,84,2017-11-19,203.0,Southeastern
